model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,n_restarts,n_successful_restarts,n_failed_restarts,selected_restart_idx,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,final_kf,accuracy,brier
TabPFN Classifier (v2 compatibility),300,500,9500,5,0.1268768310546875,2.914130926132202,1,1,0,0,,,0.15694283931189512,,0.8698947368421053,0.09043086573579145
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,5,15.978547096252441,0.062050580978393555,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76.0,4.440217971801758,0.9299339449249737,0.872421052631579,0.0953940728131312
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,5,12.810743570327759,0.06499004364013672,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27.0,4.284499168395996,0.9286077748638,0.9084210526315789,0.06580912530104666
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,5,68.13655853271484,0.23764395713806152,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.344240188598633,0.9173984365243637,0.8930526315789473,0.07773808939544989
TabPFN Classifier (v2.5 default),500,500,9500,5,1.4802417755126953,3.412792682647705,1,1,0,0,,,0.08549875060785138,,0.8863157894736842,0.07820777620812554
TabPFN Classifier (v2 compatibility),500,500,9500,5,0.13389134407043457,3.278981924057007,1,1,0,0,,,0.07301046356082525,,0.8952631578947369,0.07294035762240696
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,6,6.812731027603149,0.0,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138.0,4.552873611450195,0.42968134698968097,0.6329473684210526,0.3102876506025494
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,6,1.9319944381713867,0.015692472457885742,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.0,5.137272834777832,0.37247396738111416,0.638,0.28192215297376355
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,6,9.029947757720947,0.015949010848999023,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114.0,4.552297592163086,0.4020264699364188,0.6361052631578947,0.30814767547123395
TabPFN Classifier (v2.5 default),50,500,9500,6,0.15339303016662598,2.8051109313964844,1,1,0,0,,,0.40679973788640345,,0.7014736842105264,0.19351645841287626
TabPFN Classifier (v2 compatibility),50,500,9500,6,0.1286163330078125,2.5751638412475586,1,1,0,0,,,0.36879073125865985,,0.7850526315789473,0.16755864923572442
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,6,10.046039342880249,0.008019447326660156,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,233.0,4.481639862060547,0.5505274185347963,0.7442105263157894,0.21046563465288662
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,6,7.368212699890137,0.012115240097045898,16,16,0,13,ABNORMAL: ,107.0,4.541033744812012,0.7307264570731851,0.7796842105263158,0.17270017191203313
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,6,10.238430976867676,0.04800581932067871,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.481592178344727,0.7368886951947738,0.7443157894736843,0.21050968998615416
TabPFN Classifier (v2.5 default),100,500,9500,6,0.15990424156188965,2.8776159286499023,1,1,0,0,,,0.10359284938358299,,0.7781052631578947,0.15480885717015377
TabPFN Classifier (v2 compatibility),100,500,9500,6,0.12117290496826172,2.7248995304107666,1,1,0,0,,,0.1028160207166431,,0.7971578947368421,0.1386995332413592
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,6,14.51455807685852,0.03668069839477539,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143.0,4.449617385864258,0.8491246254632183,0.8529473684210527,0.10858573484989283
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,6,6.704700469970703,0.04719352722167969,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.389490127563477,0.9067085780638555,0.8877894736842106,0.08052344839372047
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,6,36.54321646690369,0.13872313499450684,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.432216644287109,0.8936497993101178,0.8752631578947369,0.09212353607989691
TabPFN Classifier (v2.5 default),300,500,9500,6,0.17658758163452148,3.3634891510009766,1,1,0,0,,,0.10467712766638539,,0.8781052631578947,0.08653008680848155
TabPFN Classifier (v2 compatibility),300,500,9500,6,0.1282954216003418,2.9394326210021973,1,1,0,0,,,0.08705423163956255,,0.8817894736842106,0.08277188861498787
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,6,12.560137510299683,0.057379722595214844,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.325783729553223,0.946835846985888,0.8669473684210526,0.09746337863213159
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,6,13.107716798782349,0.06833600997924805,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.0,4.244245529174805,0.900336042404996,0.9047368421052632,0.0693269215134059
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,6,73.95617890357971,0.24397516250610352,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.289984226226807,0.9516765530896996,0.8923157894736842,0.07997228414088116
TabPFN Classifier (v2.5 default),500,500,9500,6,0.1757514476776123,3.3638811111450195,1,1,0,0,,,0.05904650542560473,,0.8936842105263157,0.07539388979873882
TabPFN Classifier (v2 compatibility),500,500,9500,6,0.12769651412963867,3.1839957237243652,1,1,0,0,,,0.0391044184613551,,0.9006315789473684,0.07097915377216232
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,7,10.882206678390503,0.006018877029418945,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,217.0,4.272867679595947,0.37527024553668165,0.6801052631578948,0.28329515471882544
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,7,3.2306463718414307,0.004019021987915039,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.359404563903809,0.4815826927865963,0.7185263157894737,0.23724272581067885
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,7,7.818481922149658,0.031820058822631836,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.272975921630859,0.340343629611706,0.6798947368421052,0.2836522183222741
TabPFN Classifier (v2.5 default),50,500,9500,7,0.12687444686889648,2.7766671180725098,1,1,0,0,,,0.10412755252511749,,0.7608421052631579,0.16383746125076365
TabPFN Classifier (v2 compatibility),50,500,9500,7,0.11178135871887207,2.5005578994750977,1,1,0,0,,,0.11394265727754424,,0.7884210526315789,0.1462177606106414
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,7,7.333502292633057,0.00984644889831543,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96.0,4.4122161865234375,0.7441938163868309,0.7852631578947369,0.17408021155250944
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,7,4.295858144760132,0.010052919387817383,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.381757736206055,0.8277492435793126,0.8044210526315789,0.15230846721976232
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,7,8.01237416267395,0.03184986114501953,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69.0,4.412001609802246,0.6509304575673158,0.785578947368421,0.17382641274953325
TabPFN Classifier (v2.5 default),100,500,9500,7,0.14142727851867676,2.7879726886749268,1,1,0,0,,,0.09209798634820959,,0.8014736842105263,0.13673062120035057
TabPFN Classifier (v2 compatibility),100,500,9500,7,0.1253495216369629,3.293032646179199,1,1,0,0,,,0.10935843879519844,,0.8127368421052632,0.133800139250919
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,7,8.76007604598999,0.03202009201049805,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.359104633331299,0.8719262273158379,0.8572631578947368,0.10899763458568654
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,7,7.040199518203735,0.03155970573425293,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.23175573348999,0.9063583568649001,0.8845263157894737,0.08484496880094246
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,7,32.23530101776123,0.1266167163848877,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.26302433013916,0.9276892939307073,0.8729473684210526,0.09478236828552182
TabPFN Classifier (v2.5 default),300,500,9500,7,0.14827775955200195,3.023273468017578,1,1,0,0,,,0.0714828894655066,,0.8642105263157894,0.09544082714157617
TabPFN Classifier (v2 compatibility),300,500,9500,7,0.1213831901550293,2.862922191619873,1,1,0,0,,,0.07431651515444043,,0.8601052631578947,0.09984887032628938
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,7,22.201708793640137,0.05333685874938965,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.344841003417969,0.9464161501910088,0.8561052631578947,0.10898048218791236
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,7,11.501929998397827,0.06374502182006836,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.0,4.208717346191406,0.9297446193304895,0.8962105263157895,0.07410071142146911
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,7,75.62460112571716,0.23705291748046875,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.27935791015625,0.9317480308690824,0.8753684210526316,0.09098420184338725
TabPFN Classifier (v2.5 default),500,500,9500,7,0.16576838493347168,3.388047695159912,1,1,0,0,,,0.06957404375489698,,0.8852631578947369,0.07990488981345455
TabPFN Classifier (v2 compatibility),500,500,9500,7,0.12599515914916992,3.21315336227417,1,1,0,0,,,0.0567463019300695,,0.8923157894736842,0.07695842225571098
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,8,6.2171478271484375,0.0,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.0,4.6477460861206055,0.4357288488839183,0.696,0.25855079688377086
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,8,2.5353682041168213,0.0,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52.0,4.698320388793945,0.21823652119004672,0.7041052631578948,0.23953454937114768
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,8,7.467510938644409,0.027916669845581055,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.629613876342773,0.4355157728643991,0.7081052631578947,0.24372534925301184
TabPFN Classifier (v2.5 default),50,500,9500,8,0.1461656093597412,2.745330572128296,1,1,0,0,,,0.18791731669756587,,0.7377894736842106,0.17307962082001593
TabPFN Classifier (v2 compatibility),50,500,9500,8,0.12503910064697266,2.4966084957122803,1,1,0,0,,,0.24738069286457698,,0.7742105263157895,0.1525168082767638
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,8,6.695171594619751,0.01610279083251953,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136.0,4.693060874938965,0.6186623023521712,0.8141052631578948,0.14366550919905177
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,8,4.097510099411011,0.00955510139465332,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.673953533172607,0.5841727898332367,0.8329473684210527,0.1261142879964628
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,8,7.760852575302124,0.04526686668395996,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.0,4.703365325927734,0.7947979331592291,0.8309473684210527,0.1262214760735937
TabPFN Classifier (v2.5 default),100,500,9500,8,0.15698623657226562,3.148540496826172,1,1,0,0,,,0.20518779446848104,,0.8173684210526316,0.12732248146064687
TabPFN Classifier (v2 compatibility),100,500,9500,8,0.10015535354614258,2.6420068740844727,1,1,0,0,,,0.2534521632759891,,0.8226315789473684,0.12359517313751558
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,8,8.984490156173706,0.025748491287231445,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.0,4.5174102783203125,0.9032411789667028,0.8370526315789474,0.12452098255440791
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,8,6.015551328659058,0.03159666061401367,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.4276299476623535,0.8821723780847757,0.8991578947368422,0.07124195458380855
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,8,30.83747386932373,0.14211583137512207,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83.0,4.467002868652344,0.8518114529680245,0.879578947368421,0.08836153465622781
TabPFN Classifier (v2.5 default),300,500,9500,8,0.15978622436523438,3.0103976726531982,1,1,0,0,,,0.12821197950943264,,0.8622105263157894,0.09490985173183406
TabPFN Classifier (v2 compatibility),300,500,9500,8,0.12884116172790527,3.030665636062622,1,1,0,0,,,0.11782009743147871,,0.8621052631578947,0.09507618397063686
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,8,17.59466814994812,0.049483537673950195,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88.0,4.377943992614746,0.9422214756309797,0.8685263157894737,0.09907689567532431
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,8,14.114959478378296,0.06092023849487305,16,16,0,4,ABNORMAL: ,28.0,4.266839981079102,0.9541128174014692,0.9109473684210526,0.06431591345514255
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,8,75.98825931549072,0.23298096656799316,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.310792446136475,0.9281781729520029,0.8951578947368422,0.07761939604679613
TabPFN Classifier (v2.5 default),500,500,9500,8,0.7673587799072266,3.3713090419769287,1,1,0,0,,,0.06401727388963047,,0.8987368421052632,0.07227352096165587
TabPFN Classifier (v2 compatibility),500,500,9500,8,0.12639784812927246,3.2082364559173584,1,1,0,0,,,0.03392788554167576,,0.9052631578947369,0.06692492480009513
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,9,8.874381303787231,0.006041765213012695,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160.0,4.6732025146484375,0.2010608160446305,0.6917894736842105,0.25503541591364015
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,9,2.3144383430480957,0.0,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.76741361618042,0.26248145593310823,0.6853684210526316,0.26028549214292396
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,9,8.345043897628784,0.02384185791015625,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.545534133911133,0.3626772670335788,0.6346315789473684,0.3171488282375266
TabPFN Classifier (v2.5 default),50,500,9500,9,0.126373291015625,2.7382686138153076,1,1,0,0,,,0.20812475845222816,,0.7036842105263158,0.19310202947944619
TabPFN Classifier (v2 compatibility),50,500,9500,9,0.12055373191833496,2.5121772289276123,1,1,0,0,,,0.2758057751405021,,0.7183157894736842,0.17442549957117157
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,9,5.713622570037842,0.010424137115478516,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105.0,4.57746696472168,0.7011275657877627,0.7378947368421053,0.21753495379193172
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,9,4.933526277542114,0.00980067253112793,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42.0,4.6693902015686035,0.5503515509861725,0.7724210526315789,0.17672036594166796
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,9,8.879348278045654,0.04335355758666992,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95.0,4.577220439910889,0.6442860743841905,0.7396842105263158,0.21579736284231762
TabPFN Classifier (v2.5 default),100,500,9500,9,0.13313603401184082,2.8143579959869385,1,1,0,0,,,0.17230417587363828,,0.7946315789473685,0.13955096878557918
TabPFN Classifier (v2 compatibility),100,500,9500,9,0.12045764923095703,2.5591888427734375,1,1,0,0,,,0.19814511067911858,,0.8303157894736842,0.12344615664130808
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,9,11.380367040634155,0.011840105056762695,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.598395347595215,0.9150062635811335,0.826,0.13104603846469634
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,9,6.834944725036621,0.03178906440734863,16,16,0,15,ABNORMAL: ,32.0,4.460470199584961,0.8785816049468419,0.9090526315789473,0.06558389538485593
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,9,31.71892786026001,0.12787294387817383,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.482226371765137,0.8544404472685665,0.8826315789473684,0.08531250536606041
TabPFN Classifier (v2.5 default),300,500,9500,9,0.15828633308410645,3.053597927093506,1,1,0,0,,,0.09591630935992623,,0.8867368421052632,0.08133246328993861
TabPFN Classifier (v2 compatibility),300,500,9500,9,0.11496305465698242,2.8778491020202637,1,1,0,0,,,0.08337090987461646,,0.8861052631578947,0.07975893837046996
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,9,9.18723440170288,0.053701162338256836,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.0,4.408075332641602,0.9573864237107418,0.8913684210526316,0.08039321017980465
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,9,12.151496648788452,0.053699493408203125,16,16,0,1,ABNORMAL: ,36.0,4.281878471374512,0.938320871363332,0.9253684210526316,0.05440306216304933
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,9,84.87843990325928,0.23917555809020996,16,16,0,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.320378303527832,0.9384041093653939,0.8973684210526316,0.07334202898736114
TabPFN Classifier (v2.5 default),500,500,9500,9,0.16699004173278809,3.3487582206726074,1,1,0,0,,,0.04096288864351454,,0.8973684210526316,0.0728692120522862
TabPFN Classifier (v2 compatibility),500,500,9500,9,0.1555318832397461,3.201807975769043,1,1,0,0,,,0.023794618803368403,,0.9069473684210526,0.06816648585447972
