model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,accuracy,brier
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,5,0.3056831359863281,0.013001680374145508,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.0,4.824944496154785,0.7322105263157894,0.21682133385720218
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,5,0.3040330410003662,0.007112264633178711,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.725798606872559,0.7143157894736842,0.23175025580011904
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,5,0.37218403816223145,0.03750872611999512,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72.0,4.636751174926758,0.7105263157894737,0.245264740304496
TabPFN Classifier (v2.5 default),50,500,9500,5,0.14255023002624512,3.0311267375946045,,,0.36662720980988317,0.7190526315789474,0.17977945332233672
TabPFN Classifier (v2 compatibility),50,500,9500,5,0.1164696216583252,2.548440933227539,,,0.43563146521803703,0.7502105263157894,0.17334095926721751
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,5,0.2992441654205322,0.017006635665893555,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73.0,4.5883259773254395,0.7494736842105263,0.2054405795567319
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,5,0.21012425422668457,0.021000385284423828,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.594388008117676,0.7765263157894737,0.17941646417823043
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,5,0.49863195419311523,0.013519287109375,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,158.0,4.498400688171387,0.7849473684210526,0.16920622768156898
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,5,0.6303536891937256,0.0836801528930664,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,104.0,4.587867736816406,0.7661052631578947,0.19464516840943716
TabPFN Classifier (v2.5 default),100,500,9500,5,0.1442241668701172,2.9284706115722656,,,0.18861682381276654,0.785578947368421,0.14340804411340394
TabPFN Classifier (v2 compatibility),100,500,9500,5,0.1156470775604248,2.6687135696411133,,,0.24713480636748325,0.7907368421052632,0.14117304765537037
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,5,0.7187838554382324,0.0520930290222168,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,104.0,4.612269878387451,0.8674736842105263,0.09769840126926833
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,5,0.3203260898590088,0.06951785087585449,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.501344680786133,0.9058947368421053,0.06842147369337431
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,5,0.7194652557373047,0.038010597229003906,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120.0,4.445488929748535,0.9001052631578947,0.07184180246981929
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,5,2.419018268585205,0.301227331161499,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82.0,4.508388519287109,0.8841052631578947,0.08556935433646612
TabPFN Classifier (v2.5 default),300,500,9500,5,0.32172369956970215,3.174288749694824,,,0.1405546510409997,0.870421052631579,0.09090312040769234
TabPFN Classifier (v2 compatibility),300,500,9500,5,0.13360023498535156,2.9826231002807617,,,0.14618512255995364,0.8736842105263158,0.08847653261028642
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,5,0.8231966495513916,0.10635614395141602,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.0,4.440220832824707,0.8723157894736842,0.09527965710595195
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,5,0.7279901504516602,0.12063312530517578,ABNORMAL: ,26.0,4.284784317016602,0.9084210526315789,0.06573586155917858
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,5,0.7577774524688721,0.07456016540527344,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,64.0,4.230823516845703,0.9092631578947369,0.06469317758603035
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,5,3.750547170639038,0.6188545227050781,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58.0,4.344252109527588,0.8932631578947369,0.07777928790524569
TabPFN Classifier (v2.5 default),500,500,9500,5,0.17209386825561523,3.467649221420288,,,0.08416254085624701,0.8876842105263157,0.07762377574187919
TabPFN Classifier (v2 compatibility),500,500,9500,5,0.12767839431762695,3.304669141769409,,,0.06395085525233232,0.8977894736842106,0.07165679598311503
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,6,0.32060790061950684,0.011002779006958008,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,101.0,4.55290412902832,0.6331578947368421,0.3104186175229179
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,6,0.11002802848815918,0.01301884651184082,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.0,5.137450695037842,0.638,0.281271713829715
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,6,0.20453333854675293,0.007002115249633789,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73.0,4.655755996704102,0.6472631578947369,0.28755876263126307
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,6,0.5373585224151611,0.04052233695983887,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.552591323852539,0.6337894736842106,0.309060946356713
TabPFN Classifier (v2.5 default),50,500,9500,6,0.15334177017211914,3.039212942123413,,,0.40678004892068004,0.6992631578947368,0.1939835190031278
TabPFN Classifier (v2 compatibility),50,500,9500,6,0.12364745140075684,2.6277236938476562,,,0.4502264846255477,0.702421052631579,0.19756172938454056
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,6,0.594916820526123,0.017364025115966797,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,144.0,4.482047080993652,0.744421052631579,0.21037886945943596
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,6,0.34865403175354004,0.022000551223754883,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.603753089904785,0.7458947368421053,0.2095891684747758
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,6,0.5466196537017822,0.013021230697631836,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,185.0,4.444709300994873,0.7832631578947369,0.17061523440365972
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,6,0.5598416328430176,0.07163357734680176,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.481603622436523,0.744421052631579,0.21053648693474628
TabPFN Classifier (v2.5 default),100,500,9500,6,0.29920387268066406,2.9561927318573,,,0.10620752917439694,0.7783157894736842,0.15549370006873675
TabPFN Classifier (v2 compatibility),100,500,9500,6,0.11651134490966797,2.6875646114349365,,,0.13934479310889422,0.7846315789473685,0.14493321173632157
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,6,0.8726022243499756,0.048018693923950195,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132.0,4.449653625488281,0.8530526315789474,0.10864301405619405
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,6,0.3451986312866211,0.06760025024414062,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.393392562866211,0.888421052631579,0.08066074279996016
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,6,0.42070841789245605,0.04213142395019531,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68.0,4.356897354125977,0.8881052631578947,0.08128006619086157
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,6,2.3608310222625732,0.2595381736755371,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100.0,4.43233585357666,0.8758947368421053,0.0920699699871576
TabPFN Classifier (v2.5 default),300,500,9500,6,0.2190392017364502,3.179234504699707,,,0.10570127406647785,0.8787368421052631,0.08645966715133352
TabPFN Classifier (v2 compatibility),300,500,9500,6,0.12247157096862793,2.930864095687866,,,0.07947220596288182,0.8816842105263157,0.08302573848280365
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,6,0.658679723739624,0.08654499053955078,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48.0,4.325784206390381,0.8670526315789474,0.0974878158139726
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,6,0.4080045223236084,0.11984682083129883,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28.0,4.244576454162598,0.9041052631578947,0.06935824465759294
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,6,0.6206245422363281,0.07198262214660645,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45.0,4.208174705505371,0.9021052631578947,0.069028694569505
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,6,4.373898983001709,0.6451644897460938,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.289984703063965,0.8923157894736842,0.07996634036675353
TabPFN Classifier (v2.5 default),500,500,9500,6,0.15552234649658203,4.944153785705566,,,0.059883312387330266,0.8936842105263157,0.07520973709269474
TabPFN Classifier (v2 compatibility),500,500,9500,6,0.13155007362365723,3.3371946811676025,,,0.03830301860641981,0.8988421052631579,0.07325196013338853
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,7,0.5252480506896973,0.010012626647949219,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155.0,4.272994041442871,0.6796842105263158,0.28358294209961354
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,7,0.23087835311889648,0.01301717758178711,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.0,4.359328269958496,0.7186315789473684,0.2370855427282092
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,7,0.3791816234588623,0.00797414779663086,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131.0,4.303539276123047,0.740421052631579,0.21024730367157707
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,7,0.5123207569122314,0.04639792442321777,ABNORMAL: ,93.0,4.302029609680176,0.706421052631579,0.2512140768822511
TabPFN Classifier (v2.5 default),50,500,9500,7,0.14505624771118164,3.021106719970703,,,0.10665571564156369,0.7632631578947369,0.16276579170804037
TabPFN Classifier (v2 compatibility),50,500,9500,7,0.11401152610778809,2.6212961673736572,,,0.1153551580767756,0.7743157894736842,0.15738028422682707
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,7,0.466494083404541,0.019469022750854492,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112.0,4.4122724533081055,0.7854736842105263,0.17419261279121645
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,7,0.26784706115722656,0.024000883102416992,ABNORMAL: ,36.0,4.382923126220703,0.8047368421052632,0.15213406117175934
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,7,0.309342622756958,0.01404261589050293,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.275307655334473,0.7982105263157895,0.1544690049594831
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,7,0.6776325702667236,0.08222103118896484,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97.0,4.418466567993164,0.7844210526315789,0.17427649077657748
TabPFN Classifier (v2.5 default),100,500,9500,7,0.14110851287841797,2.9614851474761963,,,0.09113891692066442,0.8032631578947368,0.1365750630971372
TabPFN Classifier (v2 compatibility),100,500,9500,7,0.116973876953125,2.6905276775360107,,,0.09735172491905324,0.8085263157894736,0.13483479063209497
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,7,0.532517671585083,0.04693412780761719,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.359104156494141,0.8574736842105263,0.10899000678180341
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,7,0.2921867370605469,0.06772470474243164,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36.0,4.234012603759766,0.8849473684210526,0.08469818335427104
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,7,0.3887193202972412,0.04227709770202637,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56.0,4.168906211853027,0.8830526315789474,0.08406057923098571
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,7,2.750321865081787,0.22063946723937988,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,106.0,4.263029098510742,0.8730526315789474,0.09477750545553952
TabPFN Classifier (v2.5 default),300,500,9500,7,0.18615984916687012,3.2079057693481445,,,0.07139866288784631,0.8650526315789474,0.09543735124569105
TabPFN Classifier (v2 compatibility),300,500,9500,7,0.13252019882202148,3.0327069759368896,,,0.06049405359223267,0.863578947368421,0.09635836207103267
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,7,1.2562260627746582,0.09666895866394043,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.3448896408081055,0.8565263157894737,0.1089457246558846
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,7,0.662714958190918,0.1326146125793457,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.0,4.208739280700684,0.8962105263157895,0.07410725836375413
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,7,1.188565969467163,0.07853412628173828,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.157937049865723,0.8954736842105263,0.07389473815689691
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,7,3.8071131706237793,0.5626621246337891,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65.0,4.279423713684082,0.8751578947368421,0.09091794933946774
TabPFN Classifier (v2.5 default),500,500,9500,7,0.15762066841125488,3.477952003479004,,,0.07129068015926772,0.8850526315789473,0.07999673153440577
TabPFN Classifier (v2 compatibility),500,500,9500,7,0.1289830207824707,3.290560007095337,,,0.052821959765814455,0.8922105263157895,0.07435712291919218
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,8,0.31628918647766113,0.010506629943847656,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95.0,4.647988319396973,0.6950526315789474,0.25972576047110674
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,8,0.21101641654968262,0.01300048828125,ABNORMAL: ,18.0,5.137086391448975,0.638,0.28092499661444054
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,8,0.5287809371948242,0.007512807846069336,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,186.0,4.505790710449219,0.7147368421052631,0.2286627078461266
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,8,0.3500368595123291,0.043910980224609375,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.629616737365723,0.7082105263157895,0.24372612138028776
TabPFN Classifier (v2.5 default),50,500,9500,8,0.1455082893371582,3.086167335510254,,,0.18684020913815697,0.7397894736842106,0.17190116490856186
TabPFN Classifier (v2 compatibility),50,500,9500,8,0.12481999397277832,2.5655124187469482,,,0.22666756684046419,0.7530526315789474,0.16469537199595513
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,8,0.4452641010284424,0.016002893447875977,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,125.0,4.69307804107666,0.8145263157894737,0.14363341846324587
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,8,0.18153977394104004,0.02100205421447754,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33.0,4.674614906311035,0.8330526315789474,0.12569027694985202
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,8,0.17325377464294434,0.012039899826049805,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56.0,4.598589897155762,0.8352631578947368,0.12607687780038648
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,8,0.5582506656646729,0.08583545684814453,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82.0,4.703365325927734,0.8313684210526315,0.12618524888068172
TabPFN Classifier (v2.5 default),100,500,9500,8,0.15516233444213867,3.037545680999756,,,0.2047737096372524,0.8181052631578948,0.12674190528089121
TabPFN Classifier (v2 compatibility),100,500,9500,8,0.11567211151123047,2.6963672637939453,,,0.20649451803264224,0.8162105263157895,0.12716057168978032
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,8,0.5996994972229004,0.05254793167114258,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.517413139343262,0.8369473684210527,0.12451922124809121
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,8,0.46071934700012207,0.06473493576049805,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.427708625793457,0.9001052631578947,0.07137577659734749
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,8,0.4751410484313965,0.03751993179321289,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71.0,4.379002571105957,0.8834736842105263,0.08242495167213902
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,8,2.2171342372894287,0.24665451049804688,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92.0,4.467005729675293,0.879578947368421,0.08843819321845334
TabPFN Classifier (v2.5 default),300,500,9500,8,0.2299811840057373,3.153540849685669,,,0.12549140714989343,0.8634736842105263,0.09419092378911877
TabPFN Classifier (v2 compatibility),300,500,9500,8,0.12347102165222168,2.949591875076294,,,0.1176923925598143,0.8652631578947368,0.09326930611052878
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,8,0.834963321685791,0.08920955657958984,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,62.0,4.378050804138184,0.8685263157894737,0.09910190284089425
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,8,0.6020989418029785,0.12659811973571777,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28.0,4.266965866088867,0.9111578947368421,0.06436589702172267
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,8,0.7174758911132812,0.08453059196472168,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61.0,4.223992347717285,0.9103157894736842,0.06365249330871642
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,8,3.6801109313964844,0.6265149116516113,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58.0,4.310878753662109,0.8934736842105263,0.07768909381875234
TabPFN Classifier (v2.5 default),500,500,9500,8,0.15257835388183594,3.5026938915252686,,,0.06446025516996534,0.8969473684210526,0.07270741703936794
TabPFN Classifier (v2 compatibility),500,500,9500,8,0.13150787353515625,3.358264446258545,,,0.04183189524690611,0.9038947368421053,0.06748299993888089
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,9,0.40581822395324707,0.011004209518432617,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.68470573425293,0.7074736842105264,0.24044050322640234
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,9,0.07700014114379883,0.01300501823425293,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.0,5.137312889099121,0.638,0.2809227492630238
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,9,0.32018423080444336,0.00900125503540039,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.691431045532227,0.6752631578947368,0.26488759536873574
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,9,0.7292606830596924,0.04300045967102051,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,103.0,4.545534133911133,0.6346315789473684,0.31715347514202186
TabPFN Classifier (v2.5 default),50,500,9500,9,0.15833139419555664,3.0332231521606445,,,0.20039520171987327,0.7027368421052631,0.193624008190272
TabPFN Classifier (v2 compatibility),50,500,9500,9,0.1220545768737793,2.59867262840271,,,0.2818151773054494,0.6902105263157895,0.20243640670151947
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,9,0.4240720272064209,0.01852583885192871,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,94.0,4.57746696472168,0.738,0.2175110724656027
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,9,0.2650136947631836,0.024533748626708984,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43.0,4.668911933898926,0.769578947368421,0.17920149630922444
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,9,0.3580765724182129,0.01854705810546875,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84.0,4.585965156555176,0.8068421052631579,0.1432488632602036
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,9,0.7441971302032471,0.07755899429321289,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92.0,4.577580451965332,0.738,0.21745138041104886
TabPFN Classifier (v2.5 default),100,500,9500,9,0.1405479907989502,2.970561981201172,,,0.17048698472670545,0.793578947368421,0.1399329610918489
TabPFN Classifier (v2 compatibility),100,500,9500,9,0.12496161460876465,2.6990270614624023,,,0.22435129075927157,0.7984210526315789,0.14186975081583783
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,9,0.6450784206390381,0.047586679458618164,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.59840202331543,0.8261052631578948,0.13106750192107372
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,9,0.3316061496734619,0.06379914283752441,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.461030006408691,0.9089473684210526,0.06565835378451834
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,9,0.6011617183685303,0.03854656219482422,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.0,4.4267778396606445,0.9002105263157895,0.06981343357525162
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,9,2.8436527252197266,0.2715170383453369,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,109.0,4.4822306632995605,0.8826315789473684,0.0853024533641087
TabPFN Classifier (v2.5 default),300,500,9500,9,0.24079346656799316,3.1608099937438965,,,0.09763561409464239,0.886,0.0818443367942117
TabPFN Classifier (v2 compatibility),300,500,9500,9,0.1280231475830078,3.021221160888672,,,0.07443240750164669,0.8874736842105263,0.08026980608932248
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,9,0.5312488079071045,0.10290241241455078,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32.0,4.4080810546875,0.8914736842105263,0.08042204839224577
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,9,0.9297313690185547,0.11770749092102051,ABNORMAL: ,31.0,4.2825775146484375,0.9256842105263158,0.05429631300941458
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,9,1.3809154033660889,0.08653903007507324,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100.0,4.252368927001953,0.9218947368421052,0.05460442598316811
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,9,4.462805509567261,0.642406702041626,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73.0,4.3203840255737305,0.8974736842105263,0.07328407154540127
TabPFN Classifier (v2.5 default),500,500,9500,9,0.16903138160705566,3.4447474479675293,,,0.039182454785992034,0.897578947368421,0.07232927162353071
TabPFN Classifier (v2 compatibility),500,500,9500,9,0.1255970001220703,3.2984824180603027,,,0.028048279206420033,0.9004210526315789,0.07116352878802913
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,10,0.5493078231811523,0.01121211051940918,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,169.0,4.089744567871094,0.7497894736842106,0.21218345228237914
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,10,0.16409945487976074,0.013002395629882812,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.4225382804870605,0.742,0.2128205148613525
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,10,0.24453330039978027,0.007009744644165039,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84.0,4.32414436340332,0.7394736842105263,0.21381512937706354
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,10,0.8824129104614258,0.04533815383911133,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,158.0,4.088798522949219,0.7508421052631579,0.20835122251000954
TabPFN Classifier (v2.5 default),50,500,9500,10,0.14670467376708984,3.020838975906372,,,0.1193498474516455,0.7821052631578947,0.1491773036104435
TabPFN Classifier (v2 compatibility),50,500,9500,10,0.1130683422088623,2.596118450164795,,,0.21845314639366367,0.7841052631578947,0.1499818197103496
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,10,0.24648451805114746,0.017003774642944336,ABNORMAL: ,49.0,4.399458885192871,0.7686315789473684,0.19028341519912212
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,10,0.197556734085083,0.02299952507019043,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.452229022979736,0.7765263157894737,0.17640383286046324
