outputscale,omega,lml
-5.000000000000000000e+00,-6.000000000000000000e+00,-2.588929542561778564e+11
-4.955000000000000071e+00,-6.000000000000000000e+00,-2.588563353166078491e+11
-4.910000000000000142e+00,-6.000000000000000000e+00,-2.588228066622194214e+11
-4.865000000000000213e+00,-6.000000000000000000e+00,-2.587920092471156006e+11
-4.820000000000000284e+00,-6.000000000000000000e+00,-2.587636144930905457e+11
-4.775000000000000355e+00,-6.000000000000000000e+00,-2.587373203408650818e+11
-4.730000000000000426e+00,-6.000000000000000000e+00,-2.587128434605138550e+11
-4.684999999999999609e+00,-6.000000000000000000e+00,-2.586899231229744263e+11
-4.639999999999999680e+00,-6.000000000000000000e+00,-2.586683139659509277e+11
-4.594999999999999751e+00,-6.000000000000000000e+00,-2.586477845684680786e+11
-4.549999999999999822e+00,-6.000000000000000000e+00,-2.586281149253642273e+11
-4.504999999999999893e+00,-6.000000000000000000e+00,-2.586090956324999084e+11
-4.459999999999999964e+00,-6.000000000000000000e+00,-2.585905197568725281e+11
-4.415000000000000036e+00,-6.000000000000000000e+00,-2.585721909823778381e+11
-4.370000000000000107e+00,-6.000000000000000000e+00,-2.585539124735051270e+11
-4.325000000000000178e+00,-6.000000000000000000e+00,-2.585354892590639038e+11
-4.280000000000000249e+00,-6.000000000000000000e+00,-2.585167234456557007e+11
-4.235000000000000320e+00,-6.000000000000000000e+00,-2.584974142559005737e+11
-4.190000000000000391e+00,-6.000000000000000000e+00,-2.584773553898951111e+11
-4.144999999999999574e+00,-6.000000000000000000e+00,-2.584563316973614197e+11
-4.099999999999999645e+00,-6.000000000000000000e+00,-2.584341146812123413e+11
-4.054999999999999716e+00,-6.000000000000000000e+00,-2.584104755738900452e+11
-4.009999999999999787e+00,-6.000000000000000000e+00,-2.583851594896669617e+11
-3.964999999999999858e+00,-6.000000000000000000e+00,-2.583578845903942871e+11
-3.919999999999999929e+00,-6.000000000000000000e+00,-2.583283831561479797e+11
-3.875000000000000000e+00,-6.000000000000000000e+00,-2.582963199857802734e+11
-3.830000000000000071e+00,-6.000000000000000000e+00,-2.582613747528040771e+11
-3.785000000000000142e+00,-6.000000000000000000e+00,-2.582231654354632568e+11
-3.740000000000000213e+00,-6.000000000000000000e+00,-2.581812830114115601e+11
-3.695000000000000284e+00,-6.000000000000000000e+00,-2.581353146563813782e+11
-3.650000000000000355e+00,-6.000000000000000000e+00,-2.580847384928478088e+11
-3.604999999999999982e+00,-6.000000000000000000e+00,-2.580290459257373047e+11
-3.560000000000000053e+00,-6.000000000000000000e+00,-2.579676383693671570e+11
-3.515000000000000124e+00,-6.000000000000000000e+00,-2.578998875555991516e+11
-3.469999999999999751e+00,-6.000000000000000000e+00,-2.578250858573407898e+11
-3.424999999999999822e+00,-6.000000000000000000e+00,-2.577424772435765381e+11
-3.379999999999999893e+00,-6.000000000000000000e+00,-2.576511540139310303e+11
-3.334999999999999964e+00,-6.000000000000000000e+00,-2.575502215793501587e+11
-3.290000000000000036e+00,-6.000000000000000000e+00,-2.574386362367001038e+11
-3.245000000000000107e+00,-6.000000000000000000e+00,-2.573153022959369507e+11
-3.200000000000000178e+00,-6.000000000000000000e+00,-2.571789030571313171e+11
-3.155000000000000249e+00,-6.000000000000000000e+00,-2.570280622758233948e+11
-3.110000000000000320e+00,-6.000000000000000000e+00,-2.568613728033614197e+11
-3.065000000000000391e+00,-6.000000000000000000e+00,-2.566771151203725891e+11
-3.020000000000000018e+00,-6.000000000000000000e+00,-2.564735104645333252e+11
-2.975000000000000089e+00,-6.000000000000000000e+00,-2.562485554020775757e+11
-2.930000000000000160e+00,-6.000000000000000000e+00,-2.560000938150130005e+11
-2.885000000000000231e+00,-6.000000000000000000e+00,-2.557258181925787048e+11
-2.839999999999999858e+00,-6.000000000000000000e+00,-2.554231101337561646e+11
-2.794999999999999929e+00,-6.000000000000000000e+00,-2.550892843829016724e+11
-2.750000000000000000e+00,-6.000000000000000000e+00,-2.547212607029846497e+11
-2.705000000000000071e+00,-6.000000000000000000e+00,-2.543157690613199463e+11
-2.660000000000000142e+00,-6.000000000000000000e+00,-2.538693363315282898e+11
-2.615000000000000213e+00,-6.000000000000000000e+00,-2.533782767372108459e+11
-2.570000000000000284e+00,-6.000000000000000000e+00,-2.528384344409776611e+11
-2.524999999999999911e+00,-6.000000000000000000e+00,-2.522456383788099976e+11
-2.479999999999999982e+00,-6.000000000000000000e+00,-2.515952120625326233e+11
-2.435000000000000053e+00,-6.000000000000000000e+00,-2.508825488546708069e+11
-2.390000000000000124e+00,-6.000000000000000000e+00,-2.501021774419906921e+11
-2.345000000000000195e+00,-6.000000000000000000e+00,-2.492494514805337219e+11
-2.300000000000000266e+00,-6.000000000000000000e+00,-2.483190007044172363e+11
-2.254999999999999893e+00,-6.000000000000000000e+00,-2.473049575088090210e+11
-2.209999999999999964e+00,-6.000000000000000000e+00,-2.462017772999054565e+11
-2.165000000000000036e+00,-6.000000000000000000e+00,-2.450037519708905334e+11
-2.120000000000000107e+00,-6.000000000000000000e+00,-2.437061029649175110e+11
-2.075000000000000178e+00,-6.000000000000000000e+00,-2.423031232190000305e+11
-2.030000000000000249e+00,-6.000000000000000000e+00,-2.407902315233049316e+11
-1.985000000000000320e+00,-6.000000000000000000e+00,-2.391626466562053833e+11
-1.939999999999999947e+00,-6.000000000000000000e+00,-2.374170731708480530e+11
-1.895000000000000018e+00,-6.000000000000000000e+00,-2.355500549496297913e+11
-1.850000000000000089e+00,-6.000000000000000000e+00,-2.335600231769066162e+11
-1.805000000000000160e+00,-6.000000000000000000e+00,-2.314464762575337219e+11
-1.760000000000000231e+00,-6.000000000000000000e+00,-2.292084592200349121e+11
-1.715000000000000302e+00,-6.000000000000000000e+00,-2.268492200959040222e+11
-1.669999999999999929e+00,-6.000000000000000000e+00,-2.243722503279365540e+11
-1.625000000000000000e+00,-6.000000000000000000e+00,-2.217812440408734436e+11
-1.580000000000000071e+00,-6.000000000000000000e+00,-2.190843483391919250e+11
-1.535000000000000142e+00,-6.000000000000000000e+00,-2.162901409077723694e+11
-1.490000000000000213e+00,-6.000000000000000000e+00,-2.134103824009955139e+11
-1.445000000000000284e+00,-6.000000000000000000e+00,-2.104536874051717529e+11
-1.400000000000000355e+00,-6.000000000000000000e+00,-2.074364220012489929e+11
-1.354999999999999982e+00,-6.000000000000000000e+00,-2.043707375244158325e+11
-1.310000000000000053e+00,-6.000000000000000000e+00,-2.012741314547706299e+11
-1.265000000000000124e+00,-6.000000000000000000e+00,-1.981649527753634644e+11
