outputscale,omega,lml
-5.000000000000000000e+00,-6.000000000000000000e+00,-4.107059725849462891e+11
-4.955000000000000071e+00,-6.000000000000000000e+00,-4.106434064801525269e+11
-4.910000000000000142e+00,-6.000000000000000000e+00,-4.105867858815767212e+11
-4.865000000000000213e+00,-6.000000000000000000e+00,-4.105355236782351074e+11
-4.820000000000000284e+00,-6.000000000000000000e+00,-4.104890853112904053e+11
-4.775000000000000355e+00,-6.000000000000000000e+00,-4.104469905294684448e+11
-4.730000000000000426e+00,-6.000000000000000000e+00,-4.104087933079306030e+11
-4.684999999999999609e+00,-6.000000000000000000e+00,-4.103740946559081421e+11
-4.639999999999999680e+00,-6.000000000000000000e+00,-4.103425290446806030e+11
-4.594999999999999751e+00,-6.000000000000000000e+00,-4.103137682944454956e+11
-4.549999999999999822e+00,-6.000000000000000000e+00,-4.102875038798101807e+11
-4.504999999999999893e+00,-6.000000000000000000e+00,-4.102634580576361084e+11
-4.459999999999999964e+00,-6.000000000000000000e+00,-4.102413744522116699e+11
-4.415000000000000036e+00,-6.000000000000000000e+00,-4.102210229175413208e+11
-4.370000000000000107e+00,-6.000000000000000000e+00,-4.102021822287092896e+11
-4.325000000000000178e+00,-6.000000000000000000e+00,-4.101846584750614014e+11
-4.280000000000000249e+00,-6.000000000000000000e+00,-4.101682555988714600e+11
-4.235000000000000320e+00,-6.000000000000000000e+00,-4.101528089623158569e+11
-4.190000000000000391e+00,-6.000000000000000000e+00,-4.101381533034771729e+11
-4.144999999999999574e+00,-6.000000000000000000e+00,-4.101241144436262817e+11
-4.099999999999999645e+00,-6.000000000000000000e+00,-4.101105605147434082e+11
-4.054999999999999716e+00,-6.000000000000000000e+00,-4.100973410936553955e+11
-4.009999999999999787e+00,-6.000000000000000000e+00,-4.100843081759411011e+11
-3.964999999999999858e+00,-6.000000000000000000e+00,-4.100713420297444458e+11
-3.919999999999999929e+00,-6.000000000000000000e+00,-4.100582793991966553e+11
-3.875000000000000000e+00,-6.000000000000000000e+00,-4.100449933340281982e+11
-3.830000000000000071e+00,-6.000000000000000000e+00,-4.100313399768435669e+11
-3.785000000000000142e+00,-6.000000000000000000e+00,-4.100171787765095825e+11
-3.740000000000000213e+00,-6.000000000000000000e+00,-4.100023353131500244e+11
-3.695000000000000284e+00,-6.000000000000000000e+00,-4.099866795950858154e+11
-3.650000000000000355e+00,-6.000000000000000000e+00,-4.099700405655631104e+11
-3.604999999999999982e+00,-6.000000000000000000e+00,-4.099521980548768921e+11
-3.560000000000000053e+00,-6.000000000000000000e+00,-4.099330198011600952e+11
-3.515000000000000124e+00,-6.000000000000000000e+00,-4.099122813524786987e+11
-3.469999999999999751e+00,-6.000000000000000000e+00,-4.098897548835433350e+11
-3.424999999999999822e+00,-6.000000000000000000e+00,-4.098651791514031372e+11
-3.379999999999999893e+00,-6.000000000000000000e+00,-4.098383146452335205e+11
-3.334999999999999964e+00,-6.000000000000000000e+00,-4.098088819119019775e+11
-3.290000000000000036e+00,-6.000000000000000000e+00,-4.097765871685001831e+11
-3.245000000000000107e+00,-6.000000000000000000e+00,-4.097410173061795654e+11
-3.200000000000000178e+00,-6.000000000000000000e+00,-4.097018746448955078e+11
-3.155000000000000249e+00,-6.000000000000000000e+00,-4.096586538087047729e+11
-3.110000000000000320e+00,-6.000000000000000000e+00,-4.096110625084136353e+11
-3.065000000000000391e+00,-6.000000000000000000e+00,-4.095584203516771240e+11
-3.020000000000000018e+00,-6.000000000000000000e+00,-4.095002514088121338e+11
-2.975000000000000089e+00,-6.000000000000000000e+00,-4.094358637117569580e+11
-2.930000000000000160e+00,-6.000000000000000000e+00,-4.093647056430145264e+11
-2.885000000000000231e+00,-6.000000000000000000e+00,-4.092859682622625732e+11
-2.839999999999999858e+00,-6.000000000000000000e+00,-4.091989717750679932e+11
-2.794999999999999929e+00,-6.000000000000000000e+00,-4.091025153251968994e+11
-2.750000000000000000e+00,-6.000000000000000000e+00,-4.089958465422806396e+11
-2.705000000000000071e+00,-6.000000000000000000e+00,-4.088776506897470703e+11
-2.660000000000000142e+00,-6.000000000000000000e+00,-4.087470551377949829e+11
-2.615000000000000213e+00,-6.000000000000000000e+00,-4.086023861007155762e+11
-2.570000000000000284e+00,-6.000000000000000000e+00,-4.084423207451829834e+11
-2.524999999999999911e+00,-6.000000000000000000e+00,-4.082654737800261841e+11
-2.479999999999999982e+00,-6.000000000000000000e+00,-4.080696938092214355e+11
-2.435000000000000053e+00,-6.000000000000000000e+00,-4.078530657119586182e+11
-2.390000000000000124e+00,-6.000000000000000000e+00,-4.076136804064785156e+11
-2.345000000000000195e+00,-6.000000000000000000e+00,-4.073486992726305542e+11
-2.300000000000000266e+00,-6.000000000000000000e+00,-4.070569887024193115e+11
-2.254999999999999893e+00,-6.000000000000000000e+00,-4.067337022832296143e+11
-2.209999999999999964e+00,-6.000000000000000000e+00,-4.063772367110587769e+11
-2.165000000000000036e+00,-6.000000000000000000e+00,-4.059837863845854492e+11
-2.120000000000000107e+00,-6.000000000000000000e+00,-4.055501369302701416e+11
-2.075000000000000178e+00,-6.000000000000000000e+00,-4.050718708735908203e+11
-2.030000000000000249e+00,-6.000000000000000000e+00,-4.045460182833712769e+11
-1.985000000000000320e+00,-6.000000000000000000e+00,-4.039658312366292114e+11
-1.939999999999999947e+00,-6.000000000000000000e+00,-4.033283766343015747e+11
-1.895000000000000018e+00,-6.000000000000000000e+00,-4.026278924059999390e+11
-1.850000000000000089e+00,-6.000000000000000000e+00,-4.018585956710668335e+11
-1.805000000000000160e+00,-6.000000000000000000e+00,-4.010151350771427002e+11
-1.760000000000000231e+00,-6.000000000000000000e+00,-4.000937078020322876e+11
-1.715000000000000302e+00,-6.000000000000000000e+00,-3.990827695631166382e+11
-1.669999999999999929e+00,-6.000000000000000000e+00,-3.979784247035140991e+11
-1.625000000000000000e+00,-6.000000000000000000e+00,-3.967753476471715088e+11
-1.580000000000000071e+00,-6.000000000000000000e+00,-3.954645511980744629e+11
-1.535000000000000142e+00,-6.000000000000000000e+00,-3.940393064765234985e+11
-1.490000000000000213e+00,-6.000000000000000000e+00,-3.924941416925025635e+11
-1.445000000000000284e+00,-6.000000000000000000e+00,-3.908233233534546509e+11
-1.400000000000000355e+00,-6.000000000000000000e+00,-3.890147502681507568e+11
-1.354999999999999982e+00,-6.000000000000000000e+00,-3.870684182972086182e+11
-1.310000000000000053e+00,-6.000000000000000000e+00,-3.849779168923017578e+11
-1.265000000000000124e+00,-6.000000000000000000e+00,-3.827350696313813477e+11
-1.220000000000000195e+00,-6.000000000000000000e+00,-3.803428565508164062e+11
-1.175000000000000266e+00,-6.000000000000000000e+00,-3.777931158880680542e+11
-1.130000000000000338e+00,-6.000000000000000000e+00,-3.750940071408143311e+11
-1.084999999999999964e+00,-6.000000000000000000e+00,-3.722392052570453491e+11
