outputscale,omega,lml
-5.000000000000000000e+00,-6.000000000000000000e+00,-1.598594916545208740e+11
-4.955000000000000071e+00,-6.000000000000000000e+00,-1.598112622217342529e+11
-4.910000000000000142e+00,-6.000000000000000000e+00,-1.597677671175926208e+11
-4.865000000000000213e+00,-6.000000000000000000e+00,-1.597285416651640015e+11
-4.820000000000000284e+00,-6.000000000000000000e+00,-1.596931676257506714e+11
-4.775000000000000355e+00,-6.000000000000000000e+00,-1.596612671710173950e+11
-4.730000000000000426e+00,-6.000000000000000000e+00,-1.596324994320255127e+11
-4.684999999999999609e+00,-6.000000000000000000e+00,-1.596065565184673462e+11
-4.639999999999999680e+00,-6.000000000000000000e+00,-1.595831610542853394e+11
-4.594999999999999751e+00,-6.000000000000000000e+00,-1.595620624696672668e+11
-4.549999999999999822e+00,-6.000000000000000000e+00,-1.595430346898074951e+11
-4.504999999999999893e+00,-6.000000000000000000e+00,-1.595258745055474854e+11
-4.459999999999999964e+00,-6.000000000000000000e+00,-1.595103972644369812e+11
-4.415000000000000036e+00,-6.000000000000000000e+00,-1.594964384341130371e+11
-4.370000000000000107e+00,-6.000000000000000000e+00,-1.594838467316989136e+11
-4.325000000000000178e+00,-6.000000000000000000e+00,-1.594724888456416321e+11
-4.280000000000000249e+00,-6.000000000000000000e+00,-1.594622417708663330e+11
-4.235000000000000320e+00,-6.000000000000000000e+00,-1.594529962868322144e+11
-4.190000000000000391e+00,-6.000000000000000000e+00,-1.594446532500955811e+11
-4.144999999999999574e+00,-6.000000000000000000e+00,-1.594371202512568665e+11
-4.099999999999999645e+00,-6.000000000000000000e+00,-1.594303212546082153e+11
-4.054999999999999716e+00,-6.000000000000000000e+00,-1.594241798610203552e+11
-4.009999999999999787e+00,-6.000000000000000000e+00,-1.594186330399288330e+11
-3.964999999999999858e+00,-6.000000000000000000e+00,-1.594136140521730347e+11
-3.919999999999999929e+00,-6.000000000000000000e+00,-1.594090771805001831e+11
-3.875000000000000000e+00,-6.000000000000000000e+00,-1.594049708846179504e+11
-3.830000000000000071e+00,-6.000000000000000000e+00,-1.594012526039359436e+11
-3.785000000000000142e+00,-6.000000000000000000e+00,-1.593978820381930542e+11
-3.740000000000000213e+00,-6.000000000000000000e+00,-1.593948167170152893e+11
-3.695000000000000284e+00,-6.000000000000000000e+00,-1.593920318013319092e+11
-3.650000000000000355e+00,-6.000000000000000000e+00,-1.593894955392785645e+11
-3.604999999999999982e+00,-6.000000000000000000e+00,-1.593871818436797180e+11
-3.560000000000000053e+00,-6.000000000000000000e+00,-1.593850615836591492e+11
-3.515000000000000124e+00,-6.000000000000000000e+00,-1.593831110224618530e+11
-3.469999999999999751e+00,-6.000000000000000000e+00,-1.593813130812591248e+11
-3.424999999999999822e+00,-6.000000000000000000e+00,-1.593796577353830566e+11
-3.379999999999999893e+00,-6.000000000000000000e+00,-1.593781037734280396e+11
-3.334999999999999964e+00,-6.000000000000000000e+00,-1.593766539947066650e+11
-3.290000000000000036e+00,-6.000000000000000000e+00,-1.593752895747844543e+11
-3.245000000000000107e+00,-6.000000000000000000e+00,-1.593739935740196838e+11
-3.200000000000000178e+00,-6.000000000000000000e+00,-1.593727572648399353e+11
-3.155000000000000249e+00,-6.000000000000000000e+00,-1.593715239532351074e+11
-3.110000000000000320e+00,-6.000000000000000000e+00,-1.593703790928905945e+11
-3.065000000000000391e+00,-6.000000000000000000e+00,-1.593692130649896240e+11
-3.020000000000000018e+00,-6.000000000000000000e+00,-1.593680648716007080e+11
-2.975000000000000089e+00,-6.000000000000000000e+00,-1.593669127917818298e+11
-2.930000000000000160e+00,-6.000000000000000000e+00,-1.593657053139050903e+11
-2.885000000000000231e+00,-6.000000000000000000e+00,-1.593645109535292358e+11
-2.839999999999999858e+00,-6.000000000000000000e+00,-1.593632674017289734e+11
-2.794999999999999929e+00,-6.000000000000000000e+00,-1.593619698543521729e+11
-2.750000000000000000e+00,-6.000000000000000000e+00,-1.593605937680822754e+11
-2.705000000000000071e+00,-6.000000000000000000e+00,-1.593591590428059692e+11
-2.660000000000000142e+00,-6.000000000000000000e+00,-1.593576547218633423e+11
-2.615000000000000213e+00,-6.000000000000000000e+00,-1.593559937138961487e+11
-2.570000000000000284e+00,-6.000000000000000000e+00,-1.593541780250590515e+11
