model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,n_restarts,n_successful_restarts,n_failed_restarts,selected_restart_idx,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,final_kf,accuracy,brier
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,5,13.089232921600342,0.07677006721496582,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27.0,4.284499168395996,0.9081225707031972,0.9084210526315789,0.06580912530104666
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,5,75.37192916870117,0.2690560817718506,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.344240188598633,0.9060570852778866,0.8930526315789473,0.07773808939544989
TabPFN Classifier (v2.5 default),500,500,9500,5,0.1962881088256836,3.4751453399658203,1,1,0,0,,,0.08549875060785138,,0.8863157894736842,0.07820777620812554
TabPFN Classifier (v2 compatibility),500,500,9500,5,0.1140892505645752,3.1997368335723877,1,1,0,0,,,0.07301046356082525,,0.8952631578947369,0.07294035762240696
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,6,8.66272258758545,0.008990764617919922,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138.0,4.552873611450195,0.297883373890445,0.6329473684210526,0.3102876506025494
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,6,2.5307204723358154,0.0048978328704833984,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.0,5.137272834777832,0.38181448300323706,0.638,0.28192215297376355
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,6,12.479071140289307,0.03172183036804199,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114.0,4.552297592163086,0.3031843538628729,0.6361052631578947,0.30814767547123395
TabPFN Classifier (v2.5 default),50,500,9500,6,0.14806008338928223,2.894805669784546,1,1,0,0,,,0.40679973788640345,,0.7014736842105264,0.19351645841287626
TabPFN Classifier (v2 compatibility),50,500,9500,6,0.11282992362976074,2.8227388858795166,1,1,0,0,,,0.36879073125865985,,0.7850526315789473,0.16755864923572442
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,6,13.872688293457031,0.014786720275878906,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,233.0,4.481639862060547,0.5764435286507905,0.7442105263157894,0.21046563465288662
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,6,8.845494985580444,0.016238927841186523,16,16,0,13,ABNORMAL: ,107.0,4.541033744812012,0.5167095485187296,0.7796842105263158,0.17270017191203313
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,6,13.486969709396362,0.04953765869140625,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.481592178344727,0.5876045438114307,0.7443157894736843,0.21050968998615416
TabPFN Classifier (v2.5 default),100,500,9500,6,0.16536378860473633,3.118793249130249,1,1,0,0,,,0.10359284938358299,,0.7781052631578947,0.15480885717015377
TabPFN Classifier (v2 compatibility),100,500,9500,6,0.13863062858581543,2.6348214149475098,1,1,0,0,,,0.1028160207166431,,0.7971578947368421,0.1386995332413592
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,6,17.491275787353516,0.024641752243041992,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143.0,4.449617385864258,0.8525543743751564,0.8529473684210527,0.10858573484989283
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,6,8.528111219406128,0.041731834411621094,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.389490127563477,0.8657483184702426,0.8877894736842106,0.08052344839372047
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,6,40.589346170425415,0.1519794464111328,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.432216644287109,0.8483165040742794,0.8752631578947369,0.09212353607989691
TabPFN Classifier (v2.5 default),300,500,9500,6,0.1302506923675537,3.129885196685791,1,1,0,0,,,0.10467712766638539,,0.8781052631578947,0.08653008680848155
TabPFN Classifier (v2 compatibility),300,500,9500,6,0.12060117721557617,2.896533250808716,1,1,0,0,,,0.08705423163956255,,0.8817894736842106,0.08277188861498787
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,6,14.744637966156006,0.05701851844787598,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.325783729553223,0.9035740169299474,0.8669473684210526,0.09746337863213159
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,6,13.83507513999939,0.07434511184692383,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.0,4.244245529174805,0.9061093180604426,0.9047368421052632,0.0693269215134059
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,6,81.17488384246826,0.27614927291870117,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.289984226226807,0.9041507782600896,0.8923157894736842,0.07997228414088116
TabPFN Classifier (v2.5 default),500,500,9500,6,0.8581814765930176,3.4697628021240234,1,1,0,0,,,0.05904650542560473,,0.8936842105263157,0.07539388979873882
TabPFN Classifier (v2 compatibility),500,500,9500,6,0.15109682083129883,3.245030403137207,1,1,0,0,,,0.0391044184613551,,0.9006315789473684,0.07097915377216232
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,7,15.368211030960083,0.010709524154663086,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,217.0,4.272867679595947,0.39022205644783037,0.6801052631578948,0.28329515471882544
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,7,4.141226053237915,0.010136604309082031,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.359404563903809,0.3137050201912538,0.7185263157894737,0.23724272581067885
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,7,10.938292264938354,0.02544379234313965,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.272975921630859,0.3412040916559722,0.6798947368421052,0.2836522183222741
TabPFN Classifier (v2.5 default),50,500,9500,7,0.31368350982666016,2.9004569053649902,1,1,0,0,,,0.10412755252511749,,0.7608421052631579,0.16383746125076365
TabPFN Classifier (v2 compatibility),50,500,9500,7,0.13694500923156738,2.5361437797546387,1,1,0,0,,,0.11394265727754424,,0.7884210526315789,0.1462177606106414
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,7,10.273471117019653,0.010938882827758789,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96.0,4.4122161865234375,0.6345385484058891,0.7852631578947369,0.17408021155250944
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,7,5.10507345199585,0.014511585235595703,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.381757736206055,0.6370966216660927,0.8044210526315789,0.15230846721976232
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,7,11.142942905426025,0.04904675483703613,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69.0,4.412001609802246,0.5978156597823134,0.785578947368421,0.17382641274953325
TabPFN Classifier (v2.5 default),100,500,9500,7,0.14574813842773438,2.956803321838379,1,1,0,0,,,0.09209798634820959,,0.8014736842105263,0.13673062120035057
TabPFN Classifier (v2 compatibility),100,500,9500,7,0.11076879501342773,2.705115556716919,1,1,0,0,,,0.10935843879519844,,0.8127368421052632,0.133800139250919
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,7,11.137643098831177,0.02932572364807129,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.359104633331299,0.8414329279892669,0.8572631578947368,0.10899763458568654
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,7,8.391937017440796,0.0403902530670166,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.23175573348999,0.8344731173639599,0.8845263157894737,0.08484496880094246
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,7,36.95588517189026,0.15806913375854492,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.26302433013916,0.8242507339522431,0.8729473684210526,0.09478236828552182
TabPFN Classifier (v2.5 default),300,500,9500,7,0.15491414070129395,3.142610549926758,1,1,0,0,,,0.0714828894655066,,0.8642105263157894,0.09544082714157617
TabPFN Classifier (v2 compatibility),300,500,9500,7,0.13069653511047363,2.95538592338562,1,1,0,0,,,0.07431651515444043,,0.8601052631578947,0.09984887032628938
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,7,25.8601291179657,0.049094200134277344,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.344841003417969,0.8987326778516589,0.8561052631578947,0.10898048218791236
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,7,13.023807764053345,0.07167935371398926,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.0,4.208717346191406,0.9115706774485046,0.8962105263157895,0.07410071142146911
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,7,83.86393880844116,0.2782285213470459,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.27935791015625,0.8981012802741528,0.8753684210526316,0.09098420184338725
TabPFN Classifier (v2.5 default),500,500,9500,7,0.22960782051086426,3.4691901206970215,1,1,0,0,,,0.06957404375489698,,0.8852631578947369,0.07990488981345455
TabPFN Classifier (v2 compatibility),500,500,9500,7,0.1387636661529541,3.262173891067505,1,1,0,0,,,0.0567463019300695,,0.8923157894736842,0.07695842225571098
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,8,8.839694023132324,0.013022184371948242,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.0,4.6477460861206055,0.24839540528100246,0.696,0.25855079688377086
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,8,3.5471630096435547,0.008176088333129883,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52.0,4.698320388793945,0.20012718660474516,0.7041052631578948,0.23953454937114768
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,8,8.892080068588257,0.0241391658782959,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.629613876342773,0.3572404213120314,0.7081052631578947,0.24372534925301184
TabPFN Classifier (v2.5 default),50,500,9500,8,0.737471342086792,2.8900139331817627,1,1,0,0,,,0.18791731669756587,,0.7377894736842106,0.17307962082001593
TabPFN Classifier (v2 compatibility),50,500,9500,8,0.11427783966064453,2.586945056915283,1,1,0,0,,,0.24738069286457698,,0.7742105263157895,0.1525168082767638
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,8,9.144524812698364,0.006401777267456055,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136.0,4.693060874938965,0.6506938691165455,0.8141052631578948,0.14366550919905177
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,8,5.605623006820679,0.014194965362548828,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.673953533172607,0.6172869762612503,0.8329473684210527,0.1261142879964628
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,8,10.159497261047363,0.05972623825073242,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.0,4.703365325927734,0.6225525758058545,0.8309473684210527,0.1262214760735937
TabPFN Classifier (v2.5 default),100,500,9500,8,0.14947199821472168,2.9690492153167725,1,1,0,0,,,0.20518779446848104,,0.8173684210526316,0.12732248146064687
TabPFN Classifier (v2 compatibility),100,500,9500,8,0.13547778129577637,2.6970856189727783,1,1,0,0,,,0.2534521632759891,,0.8226315789473684,0.12359517313751558
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,8,12.336278200149536,0.03415036201477051,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.0,4.5174102783203125,0.8555867185080188,0.8370526315789474,0.12452098255440791
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,8,8.432997226715088,0.040105581283569336,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.4276299476623535,0.8848704599962498,0.8991578947368422,0.07124195458380855
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,8,34.876065254211426,0.16426849365234375,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83.0,4.467002868652344,0.8601339747426354,0.879578947368421,0.08836153465622781
TabPFN Classifier (v2.5 default),300,500,9500,8,0.15482354164123535,3.1471924781799316,1,1,0,0,,,0.12821197950943264,,0.8622105263157894,0.09490985173183406
TabPFN Classifier (v2 compatibility),300,500,9500,8,0.12189269065856934,3.006866693496704,1,1,0,0,,,0.11782009743147871,,0.8621052631578947,0.09507618397063686
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,8,20.58673858642578,0.0405426025390625,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88.0,4.377943992614746,0.9032122359126941,0.8685263157894737,0.09907689567532431
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,8,15.330210208892822,0.07147908210754395,16,16,0,4,ABNORMAL: ,28.0,4.266839981079102,0.8648687436783307,0.9109473684210526,0.06431591345514255
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,8,85.2510929107666,0.27536988258361816,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.310792446136475,0.8947154323633038,0.8951578947368422,0.07761939604679613
TabPFN Classifier (v2.5 default),500,500,9500,8,0.1884751319885254,3.5124685764312744,1,1,0,0,,,0.06401727388963047,,0.8987368421052632,0.07227352096165587
TabPFN Classifier (v2 compatibility),500,500,9500,8,0.1217191219329834,3.2178752422332764,1,1,0,0,,,0.03392788554167576,,0.9052631578947369,0.06692492480009513
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,9,11.628842830657959,0.007853031158447266,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160.0,4.6732025146484375,0.277202166667176,0.6917894736842105,0.25503541591364015
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,9,2.817648410797119,0.007079362869262695,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.76741361618042,0.3339334076851169,0.6853684210526316,0.26028549214292396
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,9,11.889455080032349,0.03264665603637695,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.545534133911133,0.31523472833858185,0.6346315789473684,0.3171488282375266
TabPFN Classifier (v2.5 default),50,500,9500,9,0.14836907386779785,2.8901638984680176,1,1,0,0,,,0.20812475845222816,,0.7036842105263158,0.19310202947944619
TabPFN Classifier (v2 compatibility),50,500,9500,9,0.12109088897705078,2.549023151397705,1,1,0,0,,,0.2758057751405021,,0.7183157894736842,0.17442549957117157
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,9,7.597750902175903,0.008222579956054688,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105.0,4.57746696472168,0.5798572820995967,0.7378947368421053,0.21753495379193172
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,9,6.009440660476685,0.016910076141357422,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42.0,4.6693902015686035,0.5807705689988385,0.7724210526315789,0.17672036594166796
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,9,12.905571699142456,0.0495448112487793,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95.0,4.577220439910889,0.5453036981825659,0.7396842105263158,0.21579736284231762
TabPFN Classifier (v2.5 default),100,500,9500,9,0.13712239265441895,3.935004472732544,1,1,0,0,,,0.17230417587363828,,0.7946315789473685,0.13955096878557918
TabPFN Classifier (v2 compatibility),100,500,9500,9,0.13626551628112793,2.6449761390686035,1,1,0,0,,,0.19814511067911858,,0.8303157894736842,0.12344615664130808
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,9,14.72664999961853,0.02465963363647461,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.598395347595215,0.8381250751306858,0.826,0.13104603846469634
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,9,8.233876943588257,0.041260480880737305,16,16,0,15,ABNORMAL: ,32.0,4.460470199584961,0.7832685385354545,0.9090526315789473,0.06558389538485593
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,9,35.84335708618164,0.15251517295837402,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.482226371765137,0.8129846941630647,0.8826315789473684,0.08531250536606041
TabPFN Classifier (v2.5 default),300,500,9500,9,0.14927911758422852,3.144351005554199,1,1,0,0,,,0.09591630935992623,,0.8867368421052632,0.08133246328993861
TabPFN Classifier (v2 compatibility),300,500,9500,9,0.13000774383544922,2.9117953777313232,1,1,0,0,,,0.08337090987461646,,0.8861052631578947,0.07975893837046996
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,9,10.974158525466919,0.05717015266418457,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.0,4.408075332641602,0.8976649270884572,0.8913684210526316,0.08039321017980465
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,9,13.092629671096802,0.08113217353820801,16,16,0,1,ABNORMAL: ,36.0,4.281878471374512,0.933132300049218,0.9253684210526316,0.05440306216304933
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,9,94.57955718040466,0.27445101737976074,16,16,0,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.320378303527832,0.896250895933379,0.8973684210526316,0.07334202898736114
TabPFN Classifier (v2.5 default),500,500,9500,9,0.19989681243896484,3.4736225605010986,1,1,0,0,,,0.04096288864351454,,0.8973684210526316,0.0728692120522862
TabPFN Classifier (v2 compatibility),500,500,9500,9,0.15485620498657227,3.2945191860198975,1,1,0,0,,,0.023794618803368403,,0.9069473684210526,0.06816648585447972
