model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,n_restarts,n_successful_restarts,n_failed_restarts,selected_restart_idx,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,accuracy,brier
TabPFN Classifier (v2.5 default),500,500,9500,5,0.21138477325439453,3.521383047103882,1,1,0,0,,,0.08549875060785138,0.8863157894736842,0.07820777620812554
TabPFN Classifier (v2 compatibility),500,500,9500,5,0.12868499755859375,3.329094886779785,1,1,0,0,,,0.07301046356082525,0.8952631578947369,0.07294035762240696
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,6,6.083486318588257,0.006943225860595703,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138.0,4.552873611450195,0.6329473684210526,0.3102876506025494
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,6,1.9136638641357422,0.00801706314086914,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.0,5.137272834777832,0.638,0.28192215297376355
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,6,8.72358775138855,0.02591991424560547,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114.0,4.552297592163086,0.6361052631578947,0.30814767547123395
TabPFN Classifier (v2.5 default),50,500,9500,6,0.136549711227417,2.901176929473877,1,1,0,0,,,0.40679973788640345,0.7014736842105264,0.19351645841287626
TabPFN Classifier (v2 compatibility),50,500,9500,6,0.12357020378112793,2.6337926387786865,1,1,0,0,,,0.36879073125865985,0.7850526315789473,0.16755864923572442
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,6,9.083112239837646,0.00900125503540039,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,233.0,4.481639862060547,0.7442105263157894,0.21046563465288662
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,6,7.1333537101745605,0.011632442474365234,16,16,0,13,ABNORMAL: ,107.0,4.541033744812012,0.7796842105263158,0.17270017191203313
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,6,9.811026096343994,0.04811859130859375,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.481592178344727,0.7443157894736843,0.21050968998615416
TabPFN Classifier (v2.5 default),100,500,9500,6,0.33095359802246094,2.9752514362335205,1,1,0,0,,,0.10359284938358299,0.7781052631578947,0.15480885717015377
TabPFN Classifier (v2 compatibility),100,500,9500,6,0.11705923080444336,2.613506555557251,1,1,0,0,,,0.1028160207166431,0.7971578947368421,0.1386995332413592
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,6,13.152214288711548,0.026353836059570312,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143.0,4.449617385864258,0.8529473684210527,0.10858573484989283
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,6,6.534196853637695,0.0350794792175293,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.389490127563477,0.8877894736842106,0.08052344839372047
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,6,35.21417760848999,0.14597034454345703,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.432216644287109,0.8752631578947369,0.09212353607989691
TabPFN Classifier (v2.5 default),300,500,9500,6,0.8191399574279785,3.192403793334961,1,1,0,0,,,0.10467712766638539,0.8781052631578947,0.08653008680848155
TabPFN Classifier (v2 compatibility),300,500,9500,6,0.1420743465423584,2.9349658489227295,1,1,0,0,,,0.08705423163956255,0.8817894736842106,0.08277188861498787
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,6,11.740930318832397,0.0497281551361084,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.325783729553223,0.8669473684210526,0.09746337863213159
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,6,11.42754340171814,0.058197975158691406,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.0,4.244245529174805,0.9047368421052632,0.0693269215134059
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,6,73.05368947982788,0.25762343406677246,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.289984226226807,0.8923157894736842,0.07997228414088116
TabPFN Classifier (v2.5 default),500,500,9500,6,0.19745731353759766,3.551638126373291,1,1,0,0,,,0.05904650542560473,0.8936842105263157,0.07539388979873882
TabPFN Classifier (v2 compatibility),500,500,9500,6,0.1315016746520996,3.303449869155884,1,1,0,0,,,0.0391044184613551,0.9006315789473684,0.07097915377216232
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,7,10.441622972488403,0.006382942199707031,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,217.0,4.272867679595947,0.6801052631578948,0.28329515471882544
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,7,3.3247554302215576,0.006964445114135742,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.359404563903809,0.7185263157894737,0.23724272581067885
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,7,8.422834396362305,0.025577783584594727,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.272975921630859,0.6798947368421052,0.2836522183222741
TabPFN Classifier (v2.5 default),50,500,9500,7,0.13591408729553223,3.204267978668213,1,1,0,0,,,0.10412755252511749,0.7608421052631579,0.16383746125076365
TabPFN Classifier (v2 compatibility),50,500,9500,7,0.11858534812927246,2.6148602962493896,1,1,0,0,,,0.11394265727754424,0.7884210526315789,0.1462177606106414
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,7,7.119829177856445,0.00896000862121582,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96.0,4.4122161865234375,0.7852631578947369,0.17408021155250944
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,7,4.127021551132202,0.011829376220703125,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.381757736206055,0.8044210526315789,0.15230846721976232
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,7,8.611879110336304,0.04850411415100098,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69.0,4.412001609802246,0.785578947368421,0.17382641274953325
TabPFN Classifier (v2.5 default),100,500,9500,7,0.15448737144470215,2.920438051223755,1,1,0,0,,,0.09209798634820959,0.8014736842105263,0.13673062120035057
TabPFN Classifier (v2 compatibility),100,500,9500,7,0.12873077392578125,2.6555442810058594,1,1,0,0,,,0.10935843879519844,0.8127368421052632,0.133800139250919
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,7,8.489932775497437,0.026772737503051758,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.359104633331299,0.8572631578947368,0.10899763458568654
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,7,6.751164436340332,0.03349876403808594,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.23175573348999,0.8845263157894737,0.08484496880094246
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,7,32.1772038936615,0.14826083183288574,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.26302433013916,0.8729473684210526,0.09478236828552182
TabPFN Classifier (v2.5 default),300,500,9500,7,0.19324684143066406,3.1629087924957275,1,1,0,0,,,0.0714828894655066,0.8642105263157894,0.09544082714157617
TabPFN Classifier (v2 compatibility),300,500,9500,7,0.11717343330383301,3.022980213165283,1,1,0,0,,,0.07431651515444043,0.8601052631578947,0.09984887032628938
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,7,21.4830424785614,0.045053958892822266,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.344841003417969,0.8561052631578947,0.10898048218791236
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,7,11.217493772506714,0.06205296516418457,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.0,4.208717346191406,0.8962105263157895,0.07410071142146911
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,7,75.89801239967346,0.24580764770507812,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.27935791015625,0.8753684210526316,0.09098420184338725
TabPFN Classifier (v2.5 default),500,500,9500,7,1.3502836227416992,3.5062355995178223,1,1,0,0,,,0.06957404375489698,0.8852631578947369,0.07990488981345455
TabPFN Classifier (v2 compatibility),500,500,9500,7,0.14106416702270508,3.3378255367279053,1,1,0,0,,,0.0567463019300695,0.8923157894736842,0.07695842225571098
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,8,6.595880508422852,0.007225751876831055,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.0,4.6477460861206055,0.696,0.25855079688377086
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,8,2.5804872512817383,0.0069615840911865234,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52.0,4.698320388793945,0.7041052631578948,0.23953454937114768
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,8,7.040663003921509,0.025190353393554688,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.629613876342773,0.7081052631578947,0.24372534925301184
TabPFN Classifier (v2.5 default),50,500,9500,8,0.14355945587158203,2.968477964401245,1,1,0,0,,,0.18791731669756587,0.7377894736842106,0.17307962082001593
TabPFN Classifier (v2 compatibility),50,500,9500,8,0.11548829078674316,2.5375192165374756,1,1,0,0,,,0.24738069286457698,0.7742105263157895,0.1525168082767638
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,8,7.013621807098389,0.008008718490600586,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136.0,4.693060874938965,0.8141052631578948,0.14366550919905177
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,8,4.177810192108154,0.010963201522827148,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.673953533172607,0.8329473684210527,0.1261142879964628
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,8,8.007329225540161,0.049561500549316406,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.0,4.703365325927734,0.8309473684210527,0.1262214760735937
TabPFN Classifier (v2.5 default),100,500,9500,8,0.14550423622131348,2.9042418003082275,1,1,0,0,,,0.20518779446848104,0.8173684210526316,0.12732248146064687
TabPFN Classifier (v2 compatibility),100,500,9500,8,0.11591315269470215,2.74263596534729,1,1,0,0,,,0.2534521632759891,0.8226315789473684,0.12359517313751558
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,8,9.513417482376099,0.02632451057434082,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.0,4.5174102783203125,0.8370526315789474,0.12452098255440791
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,8,6.155486822128296,0.03411531448364258,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.4276299476623535,0.8991578947368422,0.07124195458380855
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,8,30.704993963241577,0.13625264167785645,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83.0,4.467002868652344,0.879578947368421,0.08836153465622781
TabPFN Classifier (v2.5 default),300,500,9500,8,0.16388440132141113,3.1231188774108887,1,1,0,0,,,0.12821197950943264,0.8622105263157894,0.09490985173183406
TabPFN Classifier (v2 compatibility),300,500,9500,8,0.12549424171447754,2.9602999687194824,1,1,0,0,,,0.11782009743147871,0.8621052631578947,0.09507618397063686
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,8,16.83263635635376,0.059790611267089844,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88.0,4.377943992614746,0.8685263157894737,0.09907689567532431
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,8,12.619715213775635,0.06914615631103516,16,16,0,4,ABNORMAL: ,28.0,4.266839981079102,0.9109473684210526,0.06431591345514255
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,8,75.44980692863464,0.22401022911071777,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.310792446136475,0.8951578947368422,0.07761939604679613
TabPFN Classifier (v2.5 default),500,500,9500,8,0.20163965225219727,3.4526970386505127,1,1,0,0,,,0.06401727388963047,0.8987368421052632,0.07227352096165587
TabPFN Classifier (v2 compatibility),500,500,9500,8,0.12578105926513672,3.400329351425171,1,1,0,0,,,0.03392788554167576,0.9052631578947369,0.06692492480009513
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,9,8.356800079345703,0.0066640377044677734,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160.0,4.6732025146484375,0.6917894736842105,0.25503541591364015
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,9,2.3173587322235107,0.007002830505371094,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.76741361618042,0.6853684210526316,0.26028549214292396
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,9,8.667580604553223,0.023499011993408203,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.545534133911133,0.6346315789473684,0.3171488282375266
TabPFN Classifier (v2.5 default),50,500,9500,9,0.14038419723510742,3.3195407390594482,1,1,0,0,,,0.20812475845222816,0.7036842105263158,0.19310202947944619
TabPFN Classifier (v2 compatibility),50,500,9500,9,0.11366724967956543,2.6415159702301025,1,1,0,0,,,0.2758057751405021,0.7183157894736842,0.17442549957117157
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,9,5.575285196304321,0.008961677551269531,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105.0,4.57746696472168,0.7378947368421053,0.21753495379193172
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,9,4.635186433792114,0.010005712509155273,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42.0,4.6693902015686035,0.7724210526315789,0.17672036594166796
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,9,9.219380140304565,0.04837656021118164,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95.0,4.577220439910889,0.7396842105263158,0.21579736284231762
TabPFN Classifier (v2.5 default),100,500,9500,9,0.1384294033050537,2.921762466430664,1,1,0,0,,,0.17230417587363828,0.7946315789473685,0.13955096878557918
TabPFN Classifier (v2 compatibility),100,500,9500,9,0.1171872615814209,2.6879384517669678,1,1,0,0,,,0.19814511067911858,0.8303157894736842,0.12344615664130808
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,9,10.646834135055542,0.02728581428527832,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.598395347595215,0.826,0.13104603846469634
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,9,6.478346586227417,0.032874345779418945,16,16,0,15,ABNORMAL: ,32.0,4.460470199584961,0.9090526315789473,0.06558389538485593
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,9,31.6358642578125,0.14333057403564453,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.482226371765137,0.8826315789473684,0.08531250536606041
TabPFN Classifier (v2.5 default),300,500,9500,9,0.8656370639801025,3.330758571624756,1,1,0,0,,,0.09591630935992623,0.8867368421052632,0.08133246328993861
TabPFN Classifier (v2 compatibility),300,500,9500,9,0.11578202247619629,2.9536168575286865,1,1,0,0,,,0.08337090987461646,0.8861052631578947,0.07975893837046996
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,9,8.53561019897461,0.0511469841003418,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.0,4.408075332641602,0.8913684210526316,0.08039321017980465
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,9,11.084254026412964,0.07144618034362793,16,16,0,1,ABNORMAL: ,36.0,4.281878471374512,0.9253684210526316,0.05440306216304933
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,9,85.07771468162537,0.22523260116577148,16,16,0,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.320378303527832,0.8973684210526316,0.07334202898736114
TabPFN Classifier (v2.5 default),500,500,9500,9,0.1927022933959961,3.4517717361450195,1,1,0,0,,,0.04096288864351454,0.8973684210526316,0.0728692120522862
TabPFN Classifier (v2 compatibility),500,500,9500,9,0.13044476509094238,3.2484607696533203,1,1,0,0,,,0.023794618803368403,0.9069473684210526,0.06816648585447972
