model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,n_restarts,n_successful_restarts,n_failed_restarts,selected_restart_idx,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,final_kf,accuracy,brier
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,0,11.869792938232422,0.061421871185302734,16,16,0,13,ABNORMAL: ,38.0,4.338336944580078,0.9058673775693156,0.9172631578947369,0.05863867884620761
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,0,72.73753237724304,0.2719542980194092,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71.0,4.40361213684082,0.9099781038361028,0.9024210526315789,0.07003132944799265
TabPFN Classifier (v2.5 default),500,500,9500,0,0.2787015438079834,3.702883005142212,1,1,0,0,,,0.08183319233708901,,0.8906315789473684,0.07642736392860158
TabPFN Classifier (v2 compatibility),500,500,9500,0,0.13284730911254883,3.4627768993377686,1,1,0,0,,,0.0750688830609265,,0.9018947368421053,0.0709885013055756
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,1,8.281976699829102,0.008016824722290039,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100.0,4.676867485046387,0.3170375507077575,0.6687368421052632,0.2598040258146973
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,1,1.913658857345581,0.0,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.887118339538574,0.35906208013626817,0.6428421052631579,0.2770754246982479
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,1,6.747431039810181,0.031013965606689453,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,110.0,4.691164016723633,0.3260288699163758,0.62,0.32184229613992704
TabPFN Classifier (v2.5 default),50,500,9500,1,0.1669466495513916,3.0909547805786133,1,1,0,0,,,0.34918775204928854,,0.7431578947368421,0.17750738978051503
TabPFN Classifier (v2 compatibility),50,500,9500,1,0.1257932186126709,2.687656879425049,1,1,0,0,,,0.37355604021136907,,0.7876842105263158,0.15361015019471086
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,1,5.55113410949707,0.00960993766784668,16,12,4,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,152.0,4.6401519775390625,0.6164316623598559,0.7254736842105263,0.22050708882586245
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,1,4.475873231887817,0.01572442054748535,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.6096978187561035,0.5394605012102858,0.784,0.16620255474868031
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,1,8.8081374168396,0.04739189147949219,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.642997741699219,0.6271894420637023,0.7374736842105263,0.20743233499412567
TabPFN Classifier (v2.5 default),100,500,9500,1,0.13943195343017578,2.9595420360565186,1,1,0,0,,,0.1763415479593064,,0.7903157894736842,0.1423643382019156
TabPFN Classifier (v2 compatibility),100,500,9500,1,0.12247681617736816,2.653568744659424,1,1,0,0,,,0.20423637120389945,,0.8048421052631579,0.13208792004916173
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,1,10.986225605010986,0.03169751167297363,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,106.0,4.510243892669678,0.8470620050983562,0.8495789473684211,0.11399672606488205
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,1,5.9159934520721436,0.03569483757019043,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.0,4.427248954772949,0.8293153314830661,0.8882105263157895,0.07963361512552221
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,1,32.06499743461609,0.17092418670654297,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.470887184143066,0.8448982636547873,0.8757894736842106,0.09052736861700118
TabPFN Classifier (v2.5 default),300,500,9500,1,0.18250751495361328,3.1611902713775635,1,1,0,0,,,0.11284835623661775,,0.8628421052631579,0.09653891354814988
TabPFN Classifier (v2 compatibility),300,500,9500,1,0.12298798561096191,2.9270217418670654,1,1,0,0,,,0.13467929827037092,,0.8627368421052631,0.0955804052827396
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,1,15.75551986694336,0.04334855079650879,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83.0,4.4350199699401855,0.9130042887319327,0.8687368421052631,0.09973394104649663
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,1,9.157536268234253,0.057878971099853516,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24.0,4.30966854095459,0.9061049585413619,0.9102105263157895,0.06430438648060144
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,1,52.41508388519287,0.21021294593811035,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72.0,4.385231971740723,0.9104114458188803,0.8954736842105263,0.07870024028350862
TabPFN Classifier (v2.5 default),500,500,9500,1,0.6817703247070312,3.3498709201812744,1,1,0,0,,,0.074609848224463,,0.8956842105263157,0.07551835126017899
TabPFN Classifier (v2 compatibility),500,500,9500,1,0.1418628692626953,3.145801544189453,1,1,0,0,,,0.058639532003048445,,0.9021052631578947,0.0691211971136159
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,2,5.0374977588653564,0.008011341094970703,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96.0,4.656325340270996,0.33329623817864584,0.7429473684210526,0.20606168628033442
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,2,1.9764187335968018,0.0,16,16,0,9,ABNORMAL: ,61.0,4.72180700302124,0.2117547828662704,0.7876842105263158,0.16021228498723838
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,2,7.0091164112091064,0.0238192081451416,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76.0,4.6562652587890625,0.32277630595614504,0.7429473684210526,0.20601566954578648
TabPFN Classifier (v2.5 default),50,500,9500,2,0.12124967575073242,2.7223727703094482,1,1,0,0,,,0.25265588852906545,,0.7629473684210526,0.16121151055061442
TabPFN Classifier (v2 compatibility),50,500,9500,2,0.09494709968566895,2.4656944274902344,1,1,0,0,,,0.30099377615031253,,0.7901052631578948,0.14710795875017338
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,2,6.124001979827881,0.010050535202026367,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120.0,4.633693695068359,0.6424896982722013,0.7095789473684211,0.24050375902891927
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,2,3.71333646774292,0.010082244873046875,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36.0,4.625927925109863,0.6247549092047064,0.8388421052631579,0.11890568406705003
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,2,7.166176080703735,0.04166293144226074,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,128.0,4.509193420410156,0.6308051934382546,0.7023157894736842,0.24573809877688582
TabPFN Classifier (v2.5 default),100,500,9500,2,0.1270277500152588,2.82139253616333,1,1,0,0,,,0.1509495485175729,,0.8088421052631579,0.1303056847542811
TabPFN Classifier (v2 compatibility),100,500,9500,2,0.12900805473327637,2.575629234313965,1,1,0,0,,,0.24869893302387475,,0.8054736842105263,0.13211003621506306
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,2,5.398545503616333,0.015665292739868164,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.481480598449707,0.8317472213934537,0.8606315789473684,0.10561236828507155
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,2,4.969293117523193,0.03196454048156738,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34.0,4.376407623291016,0.8260423680368632,0.8946315789473684,0.07447508309652966
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,2,23.98703932762146,0.11845541000366211,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57.0,4.461050987243652,0.8459998233382773,0.8827368421052632,0.08714842319045386
TabPFN Classifier (v2.5 default),300,500,9500,2,0.1301124095916748,3.0348570346832275,1,1,0,0,,,0.10847948104483791,,0.8752631578947369,0.08718408379865492
TabPFN Classifier (v2 compatibility),300,500,9500,2,0.11088395118713379,2.7893764972686768,1,1,0,0,,,0.10994724584333805,,0.8763157894736842,0.08596127725391431
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,2,12.313384532928467,0.04332590103149414,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.0,4.51811408996582,0.9070369928240676,0.8763157894736842,0.09299239289834922
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,2,11.09780502319336,0.05733799934387207,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,64.0,4.329024791717529,0.8990505116375713,0.9132631578947369,0.06326897598731285
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,2,68.82114458084106,0.2064685821533203,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88.0,4.400871276855469,0.9038357996287352,0.9028421052631579,0.07152372279341286
TabPFN Classifier (v2.5 default),500,500,9500,2,0.17286300659179688,3.3506150245666504,1,1,0,0,,,0.07137155839650412,,0.9004210526315789,0.07158946655263877
TabPFN Classifier (v2 compatibility),500,500,9500,2,0.09534811973571777,3.1900103092193604,1,1,0,0,,,0.07397229612079462,,0.9050526315789473,0.06864695266024824
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,3,8.127620220184326,0.005517482757568359,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,194.0,4.424434661865234,0.24568018228518762,0.7077894736842105,0.24305004710716485
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,3,2.725020170211792,0.007769107818603516,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63.0,4.625852584838867,0.3026987720683194,0.6658947368421053,0.2962351355277717
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,3,8.244034767150879,0.019829511642456055,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,126.0,4.424389839172363,0.306686036537847,0.7072631578947368,0.24309471961426526
TabPFN Classifier (v2.5 default),50,500,9500,3,0.127455472946167,2.8022658824920654,1,1,0,0,,,0.12070881773275804,,0.7684210526315789,0.1521910991766163
TabPFN Classifier (v2 compatibility),50,500,9500,3,0.09535098075866699,2.466742992401123,1,1,0,0,,,0.1266573878791342,,0.8071578947368421,0.1334000930759971
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,3,6.429807901382446,0.008051156997680664,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,111.0,4.407930374145508,0.6586819328753748,0.7270526315789474,0.225179078036376
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,3,3.1902034282684326,0.009829044342041016,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,37.0,4.511405944824219,0.6536971383580047,0.7770526315789473,0.172815716126999
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,3,7.779849529266357,0.03766131401062012,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.422788619995117,0.6258904411475135,0.7978947368421052,0.15419001462803925
TabPFN Classifier (v2.5 default),100,500,9500,3,0.1268000602722168,2.8300671577453613,1,1,0,0,,,0.13391546338260688,,0.8002105263157895,0.1402170562441365
TabPFN Classifier (v2 compatibility),100,500,9500,3,0.10414338111877441,2.494478225708008,1,1,0,0,,,0.17468954404950002,,0.8217894736842105,0.12888299852036542
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,3,4.3910813331604,0.023944854736328125,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34.0,4.449213981628418,0.8477580918477248,0.872,0.09779559254907187
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,3,6.0084450244903564,0.03178572654724121,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35.0,4.326903343200684,0.8327142088289643,0.8906315789473684,0.07717391633680812
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,3,26.42740559577942,0.1108710765838623,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84.0,4.373814582824707,0.8455202526627663,0.8733684210526316,0.09067499274726339
TabPFN Classifier (v2.5 default),300,500,9500,3,0.14586114883422852,3.0473783016204834,1,1,0,0,,,0.06821400122402006,,0.8643157894736843,0.09459719909444889
TabPFN Classifier (v2 compatibility),300,500,9500,3,0.09551191329956055,2.8325607776641846,1,1,0,0,,,0.07401768769494903,,0.8642105263157894,0.0922879294658945
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,3,13.030348539352417,0.04764723777770996,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66.0,4.385436534881592,0.9086104271396858,0.8777894736842106,0.09225712344578496
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,3,11.474647283554077,0.06312990188598633,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63.0,4.2385711669921875,0.8861201350723327,0.9041052631578947,0.06790425133999017
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,3,57.067105293273926,0.2218778133392334,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61.0,4.283881187438965,0.8978747443272521,0.890421052631579,0.08042957428651003
TabPFN Classifier (v2.5 default),500,500,9500,3,1.4470348358154297,3.359890937805176,1,1,0,0,,,0.03346698068418992,,0.8868421052631579,0.07845256476384814
TabPFN Classifier (v2 compatibility),500,500,9500,3,0.11749982833862305,3.1639292240142822,1,1,0,0,,,0.031200577324269778,,0.8916842105263157,0.07527087596588032
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,4,5.777625799179077,0.007491588592529297,16,16,0,1,ABNORMAL: ,112.0,4.473543643951416,0.31353686112395707,0.7806315789473685,0.16879793835638127
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,4,3.546320676803589,0.006013393402099609,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67.0,4.610632419586182,0.31059431230139517,0.6877894736842105,0.2599640871132019
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,4,7.375898361206055,0.02158188819885254,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.473546028137207,0.30498706625837624,0.7806315789473685,0.16898374347844705
TabPFN Classifier (v2.5 default),50,500,9500,4,0.14230918884277344,2.8069958686828613,1,1,0,0,,,0.13024663860980298,,0.8182105263157895,0.13047373098240792
TabPFN Classifier (v2 compatibility),50,500,9500,4,0.09297776222229004,2.4417293071746826,1,1,0,0,,,0.18222532815510106,,0.8243157894736842,0.12387198949196553
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,4,5.637350082397461,0.016173839569091797,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132.0,4.484313011169434,0.6118469408725654,0.7634736842105263,0.1938928400123253
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,4,4.008187770843506,0.010070085525512695,16,16,0,2,ABNORMAL: ,57.0,4.509742736816406,0.628687125546073,0.8274736842105264,0.13286034846947892
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,4,9.288560152053833,0.04775261878967285,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,107.0,4.483798027038574,0.5876703802684056,0.765578947368421,0.1918213359464932
TabPFN Classifier (v2.5 default),100,500,9500,4,0.12245798110961914,2.8008573055267334,1,1,0,0,,,0.12266912142509823,,0.8221052631578948,0.12484026797780572
TabPFN Classifier (v2 compatibility),100,500,9500,4,0.09444832801818848,2.5265603065490723,1,1,0,0,,,0.14534626196559094,,0.8301052631578948,0.11833949661493323
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,4,5.356741189956665,0.015728473663330078,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.480735778808594,0.8516929504789905,0.8565263157894737,0.10746592867027248
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,4,5.32894492149353,0.03127264976501465,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.0,4.408336639404297,0.8450120018858855,0.9005263157894737,0.06942320109088485
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,4,27.16533064842224,0.12775707244873047,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100.0,4.450129508972168,0.8453025074555756,0.8828421052631579,0.08619295275990706
TabPFN Classifier (v2.5 default),300,500,9500,4,0.14281010627746582,3.080544948577881,1,1,0,0,,,0.08468616055102492,,0.8881052631578947,0.07983269868281442
TabPFN Classifier (v2 compatibility),300,500,9500,4,0.11637043952941895,2.8124232292175293,1,1,0,0,,,0.06636619883156315,,0.8905263157894737,0.07837313846832893
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,4,8.948448419570923,0.04777693748474121,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,37.0,4.323424339294434,0.908731518688243,0.8751578947368421,0.094998458932689
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,4,9.695420742034912,0.06544661521911621,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32.0,4.235645771026611,0.9146257907581923,0.9106315789473685,0.06510266990014096
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,4,62.73350143432617,0.2063746452331543,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63.0,4.29356575012207,0.9038963104526168,0.8902105263157895,0.08136290369781338
TabPFN Classifier (v2.5 default),500,500,9500,4,0.19085383415222168,3.3679749965667725,1,1,0,0,,,0.05656672205273127,,0.8962105263157895,0.07270436460722714
TabPFN Classifier (v2 compatibility),500,500,9500,4,0.11475896835327148,3.157263994216919,1,1,0,0,,,0.051345920238847,,0.9004210526315789,0.07053238450758624
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,5,5.793529033660889,0.006013393402099609,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112.0,4.636743068695068,0.32269755449446846,0.7102105263157895,0.2452918304008183
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,5,3.7046451568603516,0.008020401000976562,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.0,4.823489189147949,0.349201620324916,0.7317894736842105,0.2168195657914375
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,5,5.760888338088989,0.023807525634765625,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.636695861816406,0.3051283207678575,0.7109473684210527,0.245110271941835
TabPFN Classifier (v2.5 default),50,500,9500,5,0.12079572677612305,2.7549564838409424,1,1,0,0,,,0.3637605844270682,,0.7252631578947368,0.17899841891043985
TabPFN Classifier (v2 compatibility),50,500,9500,5,0.09639286994934082,2.5392003059387207,1,1,0,0,,,0.40269247274160164,,0.7905263157894736,0.15071148639574183
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,5,4.554166793823242,0.0,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81.0,4.588323593139648,0.6385113048974274,0.7492631578947369,0.20545735362107498
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,5,4.809153318405151,0.012135744094848633,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.0,4.5939040184021,0.5866578059257558,0.7758947368421053,0.1796168287242905
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,5,8.712741613388062,0.04715919494628906,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.587863445281982,0.6363217151773437,0.7661052631578947,0.19468422658961027
TabPFN Classifier (v2.5 default),100,500,9500,5,0.14563536643981934,2.8583481311798096,1,1,0,0,,,0.19009015647977415,,0.7865263157894736,0.14309833531954178
TabPFN Classifier (v2 compatibility),100,500,9500,5,0.10494518280029297,2.537659168243408,1,1,0,0,,,0.24770269150335242,,0.8086315789473684,0.13122657539957852
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,5,11.027576208114624,0.025443315505981445,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,133.0,4.612265586853027,0.8674363147658624,0.867578947368421,0.09768855840458761
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,5,6.388929843902588,0.031416893005371094,16,16,0,4,ABNORMAL: ,39.0,4.500802516937256,0.8821929315821425,0.9057894736842105,0.06836113192638882
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,5,31.16658592224121,0.12069177627563477,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.50838565826416,0.8665423240570531,0.884,0.08555834838640831
TabPFN Classifier (v2.5 default),300,500,9500,5,0.16813874244689941,3.020526885986328,1,1,0,0,,,0.143770783829695,,0.8694736842105263,0.09131008292959933
TabPFN Classifier (v2 compatibility),300,500,9500,5,0.12651777267456055,2.8007185459136963,1,1,0,0,,,0.15694283931189512,,0.8698947368421053,0.09043086573579145
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,5,13.585036039352417,0.0475001335144043,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76.0,4.440217971801758,0.9083753749646618,0.872421052631579,0.0953940728131312
